p (mbar),VPact (mbar),Tdew (degC),T (degC),max. wv (m/s),NSwind,EWwind,year,month,day,hour
993.4,7.75,3.3,9.29,2.4,-0.8038049133287657,-1.4866060881445815,2015,5,28,0
992.37,7.56,2.96,5.41,2.42,-1.3965857218566045,-0.38993373989213503,2015,5,28,3
991.5,7.53,2.9,5.56,1.16,0.30354831805825816,0.5972925737057198,2015,5,28,6
990.42,8.11,3.95,13.35,5.97,-3.9630588276107344,-0.7847067789286856,2015,5,28,9
988.4,8.68,4.92,17.49,8.19,-4.169578479300509,-1.5258490439601347,2015,5,28,12
986.87,9.25,5.83,18.72,9.59,-4.925168403012459,-3.284679010492152,2015,5,28,15
985.8,9.16,5.69,18.45,6.06,-3.4778539127842882,-2.1901214946507004,2015,5,28,18
986.4,10.9,8.22,15.17,4.76,-2.582620354650053,-1.4256830306022572,2015,5,28,21
987.77,11.0,8.35,11.23,1.4,-0.397772404939237,-1.1109352428782047,2015,5,29,0
987.4,10.23,7.29,9.75,2.8,-1.1577361573505907,-1.7759636792353295,2015,5,29,3
987.28,10.15,7.17,9.15,1.2,-0.7244443697168013,-0.19411428382689028,2015,5,29,6
986.16,11.36,8.82,15.49,5.13,-3.0105732903594054,2.045983495381755,2015,5,29,9
984.28,9.07,5.56,17.78,10.29,-6.706317422631211,-3.4023090140246026,2015,5,29,12
982.86,9.55,6.29,18.96,7.41,-2.8436410208917033,-3.2254775994109757,2015,5,29,15
981.39,10.54,7.72,18.13,6.2,-3.7566727837075984,-0.9296825243870102,2015,5,29,18
981.97,11.3,8.74,14.71,3.2,-1.6732342737882302,-1.6214768160600923,2015,5,29,21
982.35,11.07,8.44,12.55,3.46,-1.4120936490166358,-1.7130065751207386,2015,5,30,0
982.12,10.23,7.29,12.85,7.81,-4.949821461664372,-1.9497865261732596,2015,5,30,3
984.12,9.68,6.49,8.46,1.82,-0.9077425556269423,-0.48672728781512514,2015,5,30,6
985.52,9.31,5.93,12.25,6.35,-2.2743859203373944,-3.625681823515547,2015,5,30,9
985.92,7.76,3.33,15.0,7.25,-2.770080784201365,-2.6012790025290156,2015,5,30,12
986.87,8.1,3.94,15.36,4.04,0.1907330475152441,-1.980838434750686,2015,5,30,15
989.62,8.29,4.27,11.82,4.44,0.4139099399927115,-1.792840919204833,2015,5,30,18
990.89,7.75,3.32,9.4,3.24,-0.7615053776017363,-2.538229611340084,2015,5,30,21
991.23,7.75,3.32,7.06,1.4,-0.6414539106935677,-0.28024432278982647,2015,5,31,0
991.11,7.43,2.72,5.22,1.64,-0.9371866896384426,-0.5367318779097602,2015,5,31,3
991.0,7.58,3.0,5.87,2.08,-0.9399047131460885,-0.57147102306746,2015,5,31,6
989.63,9.2,5.76,15.06,3.8,-2.572336971033021,0.5938707834678031,2015,5,31,9
988.69,8.78,5.09,17.04,8.77,-5.067710760263077,-3.7090035926531293,2015,5,31,12
987.27,9.94,6.88,19.27,7.81,-4.374842033764888,-2.229093353721172,2015,5,31,15
986.13,10.31,7.4,20.46,7.77,-3.602033015201829,-3.142253674895778,2015,5,31,18
985.93,10.47,7.63,18.13,2.48,-1.484316763279559,-0.9824478338554641,2015,5,31,21
985.92,10.74,8.0,15.19,2.76,-1.6780314264392102,-0.7789162547298584,2015,6,1,0
985.62,12.22,9.91,17.32,6.01,-3.4832123728971474,-1.9867892604139525,2015,6,1,3
986.56,13.08,10.93,17.26,6.21,-3.6819130606185246,-1.8037505964092502,2015,6,1,6
987.97,14.67,12.66,18.22,9.61,-3.758005755244397,-4.015892521414136,2015,6,1,9
990.27,12.09,9.75,11.28,5.81,3.5246683054054686,2.797626375495867,2015,6,1,12
991.52,11.82,9.41,10.19,4.57,1.9023510762296894,0.9356603992730178,2015,6,1,15
991.18,12.33,10.04,11.34,1.2,-0.3707399502993149,-0.5216817892662744,2015,6,1,18
990.13,12.36,10.08,11.13,1.96,1.1067221417034314,0.46386000157738266,2015,6,1,21
990.0,12.34,10.06,10.73,1.2,-0.7514441118105,-0.418248427164202,2015,6,2,0
989.35,11.53,9.05,9.36,1.4,-0.5902121073306693,-0.44637391093150874,2015,6,2,3
989.21,11.55,9.07,11.93,4.97,-3.3691899517068062,-1.2396205344047384,2015,6,2,6
989.26,11.47,8.96,16.13,12.83,-6.931138603942576,-3.685351767869243,2015,6,2,9
988.6,12.44,10.18,19.21,13.33,-7.317015872192735,-3.4743745805654838,2015,6,2,12
987.81,11.13,8.53,22.18,11.53,-7.286157002372398,-4.606117251740304,2015,6,2,15
988.17,12.05,9.7,22.92,9.05,-4.8470754915847225,-2.4697083185831317,2015,6,2,18
988.75,11.61,9.15,20.74,3.94,-2.8652490680427434,-1.9036669293971018,2015,6,2,21
989.68,11.3,8.75,19.49,3.28,-2.0234321861676543,-1.6327039498882792,2015,6,3,0
989.83,12.04,9.69,16.28,3.68,-1.6847396091307334,-0.9415691421377528,2015,6,3,3
990.78,12.72,10.5,17.45,1.44,-0.34291203310901314,0.5987581628245605,2015,6,3,6
991.34,13.57,11.48,22.62,9.97,-3.6074211994606062,-3.059315657084474,2015,6,3,9
992.2,14.48,12.46,25.01,6.04,0.19113273805890313,-2.733325497711919,2015,6,3,12
993.71,14.47,12.45,24.31,6.64,-0.027837648239811705,-3.1898785345747065,2015,6,3,15
995.54,12.98,10.81,20.67,3.8,1.3298536454371923,0.01973022345060408,2015,6,3,18
998.71,10.03,7.0,15.64,2.56,-0.6282945194427407,-1.547302813555968,2015,6,3,21
1000.27,10.63,7.85,14.42,2.2,1.5391316605555334,0.3570346362407523,2015,6,4,0
1000.79,10.45,7.6,11.58,2.16,-0.8500991643031197,-1.437439185096586,2015,6,4,3
1001.89,10.86,8.16,11.67,1.16,-0.5309169745233389,-0.3003783716631148,2015,6,4,6
1001.94,10.95,8.29,16.87,4.68,2.3294164929659287,1.498905868391446,2015,6,4,9
1001.21,10.63,7.86,19.33,5.4,2.6041696290907583,2.1859324195686614,2015,6,4,12
999.96,10.88,8.19,21.18,5.76,1.4180139775420513,2.586839067181291,2015,6,4,15
998.57,10.95,8.29,21.53,5.2,1.8800482133367495,2.8329169976420587,2015,6,4,18
998.83,10.28,7.36,18.27,2.96,1.8166100837878825,1.2051256380478275,2015,6,4,21
998.6,10.81,8.1,14.29,0.64,-0.1062915622027851,0.3018312505432323,2015,6,5,0
997.88,10.39,7.52,11.2,0.6,0.27465794723333953,0.05443355602537916,2015,6,5,3
997.47,10.8,8.09,13.03,0.96,-0.46999355735629056,-0.0024609030007674095,2015,6,5,6
996.46,12.66,10.44,21.41,3.12,-1.2748479794973788,1.541026485551579,2015,6,5,9
994.93,13.43,11.32,27.72,4.72,0.18088853416169548,2.523525180815288,2015,6,5,12
993.03,13.92,11.86,30.54,4.24,-2.2913714309925686,0.6054064463078247,2015,6,5,15
990.9,14.18,12.15,31.52,2.76,-1.5736329687345743,0.496164569182051,2015,6,5,18
991.84,15.28,13.28,25.39,1.08,-0.5411397949531576,-0.5336363202763231,2015,6,5,21
992.22,13.73,11.66,21.42,1.88,-0.8322298866144952,0.21677964808907793,2015,6,6,0
992.06,12.89,10.71,18.97,2.44,-1.3343315279893766,-0.8273205989297837,2015,6,6,3
993.17,13.33,11.21,19.06,1.74,-0.6992077255040423,-0.9875264839969933,2015,6,6,6
993.91,16.76,14.7,26.16,6.2,-2.16933588742211,-3.15640330242232,2015,6,6,9
993.87,18.07,15.88,27.48,3.8,-0.5505110547212091,1.9850787336097633,2015,6,6,12
993.9,19.13,16.77,30.01,4.72,1.6799025107396053,-0.6180837762073763,2015,6,6,15
994.54,20.81,18.1,27.47,5.12,2.0966497969122364,1.104970420014888,2015,6,6,18
997.05,18.62,16.35,22.0,2.08,-0.2678804985218467,-0.6250120306935595,2015,6,6,21
998.29,15.68,13.68,19.56,3.36,1.8866047826353716,0.8518347223125752,2015,6,7,0
999.03,14.55,12.54,18.21,2.52,1.1789558381597594,0.41540718779171265,2015,6,7,3
999.82,13.74,11.67,16.33,5.57,3.6682680100544833,1.1012310413400648,2015,6,7,6
1001.3,9.44,6.13,14.73,5.73,3.011555329654394,1.8796367990732183,2015,6,7,9
1001.73,9.9,6.82,15.37,3.4,1.9319342880427797,0.98819527760693,2015,6,7,12
1000.81,11.23,8.66,18.31,5.48,1.5297553845262233,3.014008703290856,2015,6,7,15
999.71,13.0,10.84,19.66,4.2,2.6590860454991674,1.8159464206390012,2015,6,7,18
999.85,12.57,10.33,16.96,2.08,1.550927038365365,0.243978117189304,2015,6,7,21
999.83,12.16,9.84,13.71,0.56,0.003490614199349559,0.39998476922566856,2015,6,8,0
1000.1,9.97,6.92,11.96,4.99,2.690046069162746,0.7769505426872797,2015,6,8,3
1000.34,9.1,5.6,11.25,5.49,3.3307481200795896,1.107346811340637,2015,6,8,6
1000.19,10.46,7.61,13.82,6.05,2.99447559780604,2.829755447762962,2015,6,8,9
1000.01,10.51,7.69,15.95,5.37,2.55305986223304,2.7330359199715275,2015,6,8,12
998.69,10.47,7.63,15.65,5.89,3.5720142808659405,1.662622620226784,2015,6,8,15
998.15,9.76,6.6,15.07,6.57,4.493218153812745,2.028765787923186,2015,6,8,18
998.73,11.36,8.82,13.9,2.96,0.7855944301516443,1.2542891976393296,2015,6,8,21
998.69,9.68,6.49,12.99,4.36,2.8625428474816808,1.4303315861475876,2015,6,9,0
998.58,9.83,6.7,11.97,7.09,4.116477893506838,2.141076774025048,2015,6,9,3
999.27,10.75,8.01,10.92,4.0,1.8190179827289503,1.8013255059840518,2015,6,9,6
1000.04,9.55,6.29,10.8,6.49,4.083906438788465,2.1386463473940984,2015,6,9,9
999.93,8.65,4.88,13.73,7.85,4.255050779661267,3.469098278011743,2015,6,9,12
999.57,8.8,5.12,14.84,6.21,3.070541332452262,3.0812782941017,2015,6,9,15
999.28,9.44,6.13,15.04,4.48,1.2082338078448847,2.2114635573711476,2015,6,9,18
1000.3,11.05,8.42,13.46,3.24,1.0383027388663064,1.6031305069964599,2015,6,9,21
1000.39,11.32,8.78,12.06,2.16,0.8515951786904031,1.0475140340975202,2015,6,10,0
999.9,11.51,9.03,11.26,3.64,1.703580899583212,1.545254709934661,2015,6,10,3
999.65,11.69,9.26,11.6,4.16,2.376352412302388,2.021719370373797,2015,6,10,6
1000.21,10.98,8.32,13.25,5.29,1.0760029198736119,2.9498843564491577,2015,6,10,9
999.42,10.22,7.28,17.69,7.61,1.2761833849298025,4.33609916492106,2015,6,10,12
998.0,10.85,8.15,19.06,7.36,3.0900955959274903,4.330555300192982,2015,6,10,15
996.78,10.8,8.08,19.96,6.36,1.7876681005605728,3.6897483331845478,2015,6,10,18
997.28,10.87,8.18,16.92,1.92,1.1513283696803476,0.7239081331005981,2015,6,10,21
997.5,10.89,8.21,13.5,0.96,0.21023218313645536,0.5726276531688632,2015,6,11,0
996.86,10.27,7.35,13.93,2.08,1.5098460691686466,0.24751736790776263,2015,6,11,3
996.3,11.14,8.54,13.78,0.92,-0.5377666356487367,-0.21727182418122895,2015,6,11,6
995.51,11.74,9.32,17.8,5.56,2.1319565766500754,2.750483803856785,2015,6,11,9
994.93,11.1,8.49,18.89,4.76,0.28808831898733595,2.04985490229505,2015,6,11,12
993.97,12.33,10.05,17.58,3.14,0.7148220995506478,1.9639575774425482,2015,6,11,15
991.92,12.57,10.33,18.22,3.76,1.2023599714159086,1.8304181213965116,2015,6,11,18
991.6,12.51,10.25,17.8,3.64,0.26484257321548654,2.254497374452363,2015,6,11,21
990.54,13.83,11.77,15.0,2.24,-1.7389400390132266,0.060725124262351216,2015,6,12,0
988.86,14.72,12.72,14.03,0.84,-0.003909505766858329,-0.5599863531950211,2015,6,12,3
988.7,15.15,13.15,14.42,1.5,-1.0019329957432623,-0.19112894087743926,2015,6,12,6
987.51,16.0,13.99,19.54,2.84,-1.3438152873299374,1.0574783560614174,2015,6,12,9
986.1,17.9,15.73,24.22,2.94,0.8072048965104897,1.1438619912600863,2015,6,12,12
984.51,18.53,16.27,26.22,5.06,2.646091014118953,2.657198213344073,2015,6,12,15
983.49,19.31,16.92,26.49,5.76,3.2085947066966214,1.9793483796841886,2015,6,12,18
984.06,18.89,16.58,23.13,1.0,-0.47045545800490235,-0.26508802695217604,2015,6,12,21
983.98,18.68,16.4,20.61,1.56,-0.6295333831943867,-0.9263302431875091,2015,6,13,0
983.06,17.55,15.42,16.66,0.44,0.16773411358908483,-0.1089278070030054,2015,6,13,3
983.04,17.43,15.31,16.79,1.1,-0.5293824381078537,0.2604884531471297,2015,6,13,6
982.81,19.09,16.74,21.14,2.0,-1.2829332450250726,0.13484171761527333,2015,6,13,9
981.73,19.65,17.2,28.44,4.92,-2.2482810957584634,0.717518023784157,2015,6,13,12
981.47,18.21,16.0,22.93,6.93,-0.5337508327331659,-3.4084615369043925,2015,6,13,15
982.05,19.68,17.22,24.16,4.36,-0.7004849776851155,-1.5159883891499575,2015,6,13,18
983.77,15.72,13.72,20.79,2.76,-0.30513810340005887,-1.7130355331555194,2015,6,13,21
984.29,13.85,11.79,17.28,2.68,-1.375593668603165,-1.8057248015406129,2015,6,14,0
984.31,13.52,11.42,13.7,2.3,-1.2678873890531934,-0.6826870210278471,2015,6,14,3
984.5,13.95,11.9,16.08,2.06,-0.8796531243357996,0.6604622478584725,2015,6,14,6
984.39,12.75,10.55,21.94,4.0,-1.3211759144423696,-1.4069094509233238,2015,6,14,9
983.8,12.83,10.63,23.01,4.4,0.9060663920591865,-2.1140112802870394,2015,6,14,12
983.07,12.1,9.77,23.7,5.52,2.8647960391157294,1.1580343925233085,2015,6,14,15
981.9,15.06,13.07,22.58,8.81,5.251005535411199,3.2965043405220853,2015,6,14,18
984.74,13.94,11.89,17.52,7.25,3.406303447886879,2.753451801087856,2015,6,14,21
985.77,13.67,11.59,14.72,1.9,0.6456324036497773,-0.17904971197243288,2015,6,15,0
986.54,13.38,11.27,14.05,2.36,1.155435196154521,0.1840367014683849,2015,6,15,3
988.19,12.39,10.12,12.53,5.77,3.636774233298707,1.5669949508580436,2015,6,15,6
989.94,11.67,9.23,13.18,4.36,1.5593732422463873,1.8636671085164302,2015,6,15,9
991.69,11.41,8.9,14.02,6.21,3.251054556244175,1.72425180073097,2015,6,15,12
991.5,10.84,8.13,17.23,4.88,2.893062080807159,0.9657596991983821,2015,6,15,15
991.45,10.8,8.09,16.98,3.02,1.2891371045477846,0.40078114436454537,2015,6,15,18
992.96,9.3,5.91,15.35,2.08,1.6584103851022771,-0.6465871902419018,2015,6,15,21
994.09,8.85,5.2,12.22,2.2,1.2195902552273663,0.31654321877817526,2015,6,16,0
994.93,8.6,4.79,10.33,1.28,-0.24324901229420812,-0.5702893283394773,2015,6,16,3
995.52,8.84,5.18,10.17,2.44,1.5067526735612244,0.2002408068204449,2015,6,16,6
995.38,9.24,5.81,13.41,4.81,1.9482480512737237,1.811057572444382,2015,6,16,9
994.85,9.47,6.17,16.51,5.36,3.4514312793717834,1.2767231977895817,2015,6,16,12
994.61,9.24,5.81,16.16,7.77,4.709499701927906,2.0840135694234254,2015,6,16,15
995.27,8.47,4.57,13.95,7.37,4.11529256369766,2.6227403827246674,2015,6,16,18
996.62,8.91,5.3,12.8,2.44,0.9205612212736329,0.13216292175643501,2015,6,16,21
997.31,8.66,4.88,10.09,0.4,0.11200088899425474,0.15347899160633233,2015,6,17,0
997.62,8.46,4.55,7.39,1.0,0.10868116245972022,0.5697266054226394,2015,6,17,3
998.33,8.55,4.7,9.01,1.28,-0.61020127694093,0.10979253899814173,2015,6,17,6
997.92,9.37,6.02,13.38,3.8,0.16857659916787143,1.852344981425705,2015,6,17,9
996.41,8.58,4.75,16.49,4.6,2.0391163140923574,2.2276455412839806,2015,6,17,12
994.39,9.22,5.79,19.61,4.48,1.8827801444094971,-0.37621659694563303,2015,6,17,15
992.48,9.08,5.56,20.84,2.84,0.9924099416569283,-0.31100242394632927,2015,6,17,18
991.95,8.94,5.34,18.04,1.46,-0.19970760309142055,-1.1934055778600499,2015,6,17,21
991.06,10.05,7.04,15.2,0.6,0.20429990998659273,0.04859574857402767,2015,6,18,0
989.49,11.73,9.31,12.49,2.96,-1.1747917964035808,-2.1727319749805423,2015,6,18,3
988.11,12.75,10.54,11.09,3.64,-2.3518426649113744,0.7869155478846285,2015,6,18,6
987.47,14.06,12.02,12.78,2.2,-1.1253353421832062,0.18226455396869162,2015,6,18,9
987.02,16.29,14.26,16.36,1.88,-0.7814205521939914,-0.279789064491158,2015,6,18,12
985.68,15.03,13.03,19.48,5.38,0.7430872338830335,-1.802864765544011,2015,6,18,15
985.72,11.72,9.29,18.76,3.4,1.4967354657798277,-0.19970714928825617,2015,6,18,18
987.36,12.96,10.79,13.09,1.04,0.25118778380351453,-0.5668374522452436,2015,6,18,21
988.01,12.28,9.99,12.56,4.12,2.141794704049279,0.8653412307907568,2015,6,19,0
988.26,10.59,7.79,10.73,3.28,-0.4998666732013591,-1.946852153868548,2015,6,19,3
989.0,9.73,6.56,9.78,4.12,-0.5279908520091421,-1.9704886856296995,2015,6,19,6
989.59,8.73,5.0,12.16,3.52,0.5105537240517894,-1.757337444788806,2015,6,19,9
989.97,10.27,7.35,12.17,3.24,0.09698911681888903,-1.0455109330938113,2015,6,19,12
989.38,10.75,8.02,10.8,2.2,-0.010611257057750562,-0.7599259182470712,2015,6,19,15
988.91,10.19,7.23,13.46,2.04,-0.47304569339979696,-1.2323261629763063,2015,6,19,18
989.74,11.35,8.81,10.85,3.12,-0.5038089244419505,-2.131261731381823,2015,6,19,21
990.1,10.6,7.81,10.14,3.52,-0.29236600423106585,-2.2510935386096156,2015,6,20,0
989.75,10.2,7.25,9.73,3.32,-0.41093882803864845,-1.442611964323817,2015,6,20,3
989.98,10.46,7.61,9.7,2.52,-0.5697930170397856,-1.2678469614794596,2015,6,20,6
990.71,10.67,7.91,11.26,4.02,0.21692743126116287,-1.7667321499215531,2015,6,20,9
991.0,10.06,7.05,13.83,6.41,-0.06936891301586473,-2.6490919111852267,2015,6,20,12
991.51,10.8,8.08,14.19,6.39,-0.5848009111240223,-2.2450852755181736,2015,6,20,15
991.31,9.66,6.46,15.23,4.96,0.46811928372684364,-1.9958367508899784,2015,6,20,18
992.44,9.66,6.45,13.17,2.4,-0.20023611525149573,-1.2642410759617762,2015,6,20,21
992.6,9.49,6.2,11.06,3.34,-1.0932979525042121,-2.490602253883606,2015,6,21,0
991.93,9.45,6.14,10.37,3.28,-0.6937746380341209,-2.2138375621577624,2015,6,21,3
991.8,9.81,6.69,9.62,2.44,-1.154509211669535,0.4524472125786484,2015,6,21,6
991.43,10.43,7.57,11.95,1.56,0.07435734210599342,1.0373384142481819,2015,6,21,9
990.15,10.07,7.07,14.81,7.41,-3.4718299379833937,-1.7766251382107097,2015,6,21,12
989.07,10.75,8.02,15.61,4.04,-2.440900225775067,-0.835706938951226,2015,6,21,15
988.36,11.95,9.58,15.29,5.37,-3.2281269089432376,-1.9473306498272394,2015,6,21,18
987.72,12.98,10.81,13.4,2.4,-1.155215242343242,-1.1920896542868933,2015,6,21,21
986.2,13.16,11.02,13.31,2.28,-0.9796324099921292,-0.8545878195323245,2015,6,22,0
985.81,12.49,10.24,13.48,3.12,-0.48744919266923353,-2.217046071818561,2015,6,22,3
985.43,12.82,10.62,13.52,3.96,-1.9761409793987543,-0.846975105620544,2015,6,22,6
984.41,12.04,9.68,16.32,7.41,-4.628560100047919,-2.6830824438030967,2015,6,22,9
983.05,12.02,9.66,15.66,6.17,-2.393626559412238,-2.9770710260382316,2015,6,22,12
982.05,11.62,9.16,14.76,5.41,-2.574006429755655,-1.8157617959348482,2015,6,22,15
981.14,12.71,10.5,13.39,5.69,-2.870235100254372,-1.4373066719624503,2015,6,22,18
980.28,12.23,9.92,11.48,2.52,-1.0463644409773671,-0.16947405895334505,2015,6,22,21
977.94,12.15,9.83,10.45,1.6,-0.9762960071199333,0.21643961393810318,2015,6,23,0
977.81,11.28,8.72,9.51,3.2,-0.13035526267097455,-2.0157895489098014,2015,6,23,3
980.83,10.53,7.71,9.1,3.56,-0.22434648808010368,-1.7758853153529155,2015,6,23,6
982.88,10.49,7.66,10.95,6.97,-0.7573156534006215,-2.7682797909738803,2015,6,23,9
983.73,9.87,6.78,13.34,7.73,-2.2993857321212925,-3.21174800613576,2015,6,23,12
984.96,11.53,9.05,12.88,5.01,-1.644438264508315,-1.2572679882272035,2015,6,23,15
986.4,10.5,7.67,13.21,2.28,0.8563974080438375,-0.20244376872553266,2015,6,23,18
988.15,10.87,8.18,9.46,2.0,-0.9273778319105512,-0.1535264045071248,2015,6,23,21
989.44,11.01,8.37,9.39,1.16,-0.49737341533246127,0.40276505027189613,2015,6,24,0
990.78,12.12,9.79,10.81,3.12,-0.7035145389200781,-1.5366090242895458,2015,6,24,3
992.3,11.89,9.5,11.24,2.12,-0.3281989593740557,-0.8594681163753469,2015,6,24,6
994.38,11.74,9.31,11.64,1.68,0.1083996853654665,-0.6408974240958282,2015,6,24,9
995.5,11.24,8.68,14.03,3.28,0.7317894887080991,-1.3093831159047145,2015,6,24,12
995.17,11.79,9.38,17.06,4.04,-1.220626592412135,1.2817841947443178,2015,6,24,15
995.11,12.2,9.89,17.55,3.76,2.2541720194374273,1.009756657212713,2015,6,24,18
996.31,12.04,9.69,14.42,1.16,-0.5421626786117404,0.14021280227048716,2015,6,24,21
996.61,11.9,9.52,12.01,1.76,-0.9284791948957285,-0.8810938568880048,2015,6,25,0
996.62,10.91,8.23,9.49,1.76,-0.8305453637469163,-0.48145030767307906,2015,6,25,3
996.93,10.83,8.12,9.86,1.94,-0.8995559043291584,0.028269683170315415,2015,6,25,6
996.75,13.04,10.89,16.88,2.44,-1.1043934998758829,1.0443730164227234,2015,6,25,9
996.5,12.13,9.8,20.48,2.94,1.5926108081488795,0.6496082002002229,2015,6,25,12
995.6,11.56,9.09,21.63,3.06,0.6687044102433838,1.7249157694568882,2015,6,25,15
994.96,11.24,8.67,22.76,1.36,0.5671618789178607,0.0568102376545096,2015,6,25,18
995.31,11.52,9.04,18.96,1.24,-0.48082533252334736,-0.6642341451655526,2015,6,25,21
995.53,12.1,9.76,15.14,2.08,-1.21187993382046,-0.950235247716752,2015,6,26,0
994.75,12.25,9.94,12.23,1.76,-1.14929945107196,-0.04013442120787603,2015,6,26,3
994.4,12.26,9.95,11.96,1.28,-0.817470253132754,0.19324177923800798,2015,6,26,6
994.07,14.26,12.23,18.63,1.66,-0.7375233210308926,0.22126760028427808,2015,6,26,9
993.07,14.0,11.95,22.89,4.92,1.618001348273814,-2.285185252224449,2015,6,26,12
992.71,11.51,9.02,22.82,3.4,-0.3329193118008178,-1.8502877429821745,2015,6,26,15
991.57,15.7,13.7,21.57,1.16,-0.5373764714583923,-0.5926436770294,2015,6,26,18
991.19,14.02,11.98,19.9,1.8,0.4752106625573104,-0.7877657178323021,2015,6,26,21
990.61,14.55,12.54,17.34,1.12,-0.45593707977108816,0.2893464692886582,2015,6,27,0
989.81,14.44,12.43,16.65,1.72,-1.279487353512941,-0.4305950675523941,2015,6,27,3
989.71,15.21,13.21,15.93,1.28,-0.1622027511534349,0.6603713103385526,2015,6,27,6
989.63,15.74,13.74,18.05,3.28,-2.0156694025184416,-1.3392075491688913,2015,6,27,9
989.48,16.61,14.57,16.62,1.44,-0.7065430895904727,-0.2515886773126909,2015,6,27,12
989.01,17.98,15.8,17.42,1.48,1.1138664735264416,0.3580523413605458,2015,6,27,15
989.45,16.14,14.13,15.78,2.56,0.12588194068930275,-1.2838433459765624,2015,6,27,18
991.09,15.95,13.94,16.9,4.08,-0.9544487011771288,-2.0375297977750635,2015,6,27,21
993.16,14.55,12.54,14.78,4.04,-1.058881358205932,-2.494568152856113,2015,6,28,0
994.17,12.88,10.7,13.36,4.0,-1.1284598650584454,-2.5952800105099016,2015,6,28,3
994.81,12.71,10.49,14.45,2.24,-0.7435976878590335,-1.0541169188523158,2015,6,28,6
995.52,11.47,8.97,16.62,5.24,2.4747071103591223,1.0023595751715058,2015,6,28,9
995.37,10.84,8.14,19.38,3.12,-0.898132473168532,0.5439283598417867,2015,6,28,12
994.72,10.32,7.41,21.01,2.8,1.3448628424238567,-0.11766025270933873,2015,6,28,15
994.49,11.13,8.53,20.63,1.8,0.46744477981463806,-0.42236876994404376,2015,6,28,18
995.08,11.98,9.62,18.34,0.4,0.1764253732035335,-0.09420237624388215,2015,6,28,21
994.82,12.18,9.86,16.16,1.28,-0.49738759570149,-0.8443965772326953,2015,6,29,0
994.56,12.91,10.73,14.83,1.32,-0.46522768111436985,-0.3945417655013803,2015,6,29,3
994.52,13.42,11.32,14.1,2.2,-1.265272175115115,0.19361384991644,2015,6,29,6
994.71,13.55,11.46,19.15,2.76,-1.3976139117546738,0.18648151026254242,2015,6,29,9
993.53,13.3,11.18,24.68,6.04,-3.4006129136145034,-1.7401815456320284,2015,6,29,12
992.71,14.11,12.07,26.18,3.72,1.3399265269497864,-0.0140321907157712,2015,6,29,15
992.67,14.22,12.19,26.68,2.36,-0.26375366301262076,-0.797517401219199,2015,6,29,18
993.94,14.76,12.76,22.35,2.6,1.6354477791854827,0.12210881031797981,2015,6,29,21
994.64,14.89,12.89,19.5,0.96,-0.43278358929714517,-0.12328164841159438,2015,6,30,0
994.57,14.43,12.42,15.49,2.04,-1.205539796433381,-0.7503824353057328,2015,6,30,3
995.17,14.59,12.58,15.6,0.8,-0.4958355811915452,0.06439779828878144,2015,6,30,6
995.98,16.11,14.1,19.85,4.08,0.6427768635199397,2.4676583847290265,2015,6,30,9
995.47,14.81,12.8,23.37,6.1,2.4673281257718367,0.7191605660596496,2015,6,30,12
994.71,13.81,11.75,24.77,4.2,1.4549541156189583,2.094184452583739,2015,6,30,15
994.04,13.47,11.37,25.17,5.16,2.623088715493398,1.7799734803224443,2015,6,30,18
994.9,12.37,10.09,21.89,3.0,2.354982733662676,0.40762277187452367,2015,6,30,21
995.52,12.72,10.5,16.84,1.24,-0.3573406659581016,-0.22069809345035232,2015,7,1,0
995.48,12.37,10.1,13.82,0.72,-0.30516773395477315,-0.27381134774312915,2015,7,1,3
995.96,12.95,10.78,16.27,0.72,-0.22883438460206024,0.17814270802869356,2015,7,1,6
995.91,14.8,12.8,22.85,2.16,-1.2803800227472169,-0.3598985931478983,2015,7,1,9
995.24,14.18,12.15,26.36,4.8,0.8543601814845122,2.613918261976405,2015,7,1,12
994.5,13.84,11.78,27.16,6.0,2.3960915211294287,3.4372729630292187,2015,7,1,15
993.89,14.11,12.07,27.4,5.84,2.177121468481642,3.60336538689547,2015,7,1,18
994.8,14.89,12.89,24.25,2.56,1.7042391342477592,-0.29743734348337725,2015,7,1,21
995.27,13.65,11.57,21.15,0.64,-0.31734133611649407,-0.24350457160348826,2015,7,2,0
995.55,14.13,12.1,16.77,1.08,0.6072790910290545,0.30596095436987597,2015,7,2,3
996.02,14.94,12.94,17.65,1.04,-0.5787635416560231,-0.11459826721978328,2015,7,2,6
996.11,16.86,14.8,25.95,2.84,-1.2852754862078088,0.6268707399083805,2015,7,2,9
995.49,16.73,14.68,29.82,4.52,0.5772509673401656,2.3501449573813193,2015,7,2,12
994.84,16.59,14.55,30.63,6.4,2.356806338981861,3.703722975673925,2015,7,2,15
994.76,17.24,15.14,31.13,4.04,0.5053332149103337,1.9970574207839862,2015,7,2,18
995.58,17.52,15.4,27.18,2.36,1.5730050307246657,0.8954078251360629,2015,7,2,21
996.05,17.45,15.33,23.4,2.32,-1.1421577772231968,-0.5996462389847589,2015,7,3,0
996.13,16.6,14.56,21.38,2.22,-1.6377032200001544,-0.5575196527487847,2015,7,3,3
996.93,16.8,14.74,21.31,2.0,-0.9862426220609463,-0.38849130032775475,2015,7,3,6
997.4,18.66,16.38,28.23,3.02,-1.4338164598278935,1.2159647854796642,2015,7,3,9
